image_name,correct_lat,correct_lng,description,image_url
Bảo tàng chiến thắng Lịch Sử Điện Biên Phủ,21.381083,103.015194,"Nơi tôn vinh giá trị lịch sử của chiến thắng lừng lấy 5 châu, chấn động địa cầu là một trong những điểm đến vô cùng ý nghĩa trong những ngày tháng 7 thiêng liêng này.  ",./images/mienbac/bao-tang-chien-thang-lich-su-dien-bien-phu.jpg
Đền thờ Liệt Sĩ,21.384889,103.020833,Đền thờ liệt sĩ tại Chiến trường Điện Biên Phủ được khởi công vào ngày 13.3.2021 đúng ngày Kỷ niệm 67 năm Ngày mở màn Chiến dịch Điện Biên Phủ. ,./images/mienbac/den-tho-liet-si.jpg
Huyền thoại đồi a1,21.383139,103.017583,"đồi A1 là nơi diễn ra những trận đánh kéo dài, ác liệt và hy sinh nhiều nhất của bộ đội ta. ",./images/mienbac/huyen-thoai-doi-a1.jpg
Tượng đài chiến thắng điện biên phủ,21.392361,103.018833,"Đây cũng là công trình văn hóa, nghệ thuật mang đậm giá trị lịch sử, tính nhân văn và tâm linh sâu sắc, tôn vinh đúng tầm ý nghĩa to lớn về một chiến thắng “lừng lẫy năm châu, chấn động địa cầu”",./images/mienbac/tuong-dai-chien-thang-dien-bien-phu.jpg
Cao nguyên đá đồng văn,23.260528,105.257194,"Đây là một trong những vùng đá vôi đặc biệt của cả nước, có sức lôi cuốn mạnh mẽ đối với du khách và những nhà nghiên cứu khoa học bởi chúng chứa đựng những dấu ấn tiêu biểu về lịch sử phát triển của vỏ trái đất",./images/mienbac/cao-nguyen-da-dong-van.jpg
Cột cờ lũng cú,23.364,105.316278,"Cột cờ Lũng Cú là một cột cờ quốc gia nằm ở đỉnh Lũng Cú hay còn gọi là đỉnh núi Rồng có độ cao khoảng 1.470 m so với mực nước biển, thuộc xã Lũng Cú, huyện Đồng Văn, tỉnh Hà Giang, Việt Nam. ",./images/mienbac/cot-co-lung-cu.jpg
Đèo mã pí lèng,23.240778,105.399667,"Đèo Mã Pí Lèng, là đèo trên quốc lộ 4C ở vùng đất xã Pải Lủng và Pả Vi thuộc huyện Mèo Vạc, tỉnh Hà Giang, Việt Nam. ",./images/mienbac/deo-ma-pi-leng.jpg
Rừng thông yên minh,23.167472,105.054472,"Rừng thông Yên Minh Là một nơi yên tĩnh nhưng luôn hút khách Du lịch Hà Giang. Nhắc đến Hà Giang, nhiều người đã xao xuyến nhớ đến những khoảnh khắc “thăng hoa” với sắc hồng tam giác mạch,",./images/mienbac/rung-thong-yen-minh.jpg
Thung lũng sủng là,23.227139,105.202194,Đến đây bạn sẽ được tận hưởng những khung cảnh tuyệt vời cùng với những nét văn hóa của người dân địa phương.,./images/mienbac/thung-lung-sung-la.jpg
Bát cảnh sơn,20.630528,105.821056,"Quần thể di tích thắng cảnh Bát cảnh sơn nằm ở xã Tượng Lĩnh, huyện Kim Bảng, Hà Nam. Từ thành phố Phủ Lý, theo quốc lộ 22 đi 13km là đến quần thể danh thắng Bát cảnh sơn",./images/mienbac/bat-canh-son.jpg
Chùa bà đanh,20.569389,105.852806,"Chùa Bà Đanh Hà Nam với hơn 300 năm vang danh lịch sử, nổi tiếng với câu nói “vắng như chùa Bà Đanh”. ",./images/mienbac/chua-ba-danh.jpg
Chùa địa tạng phi lai tự,20.445417,105.951833,"Ngôi chùa yên tĩnh nằm trên những con dốc phủ kín cây thông, có nhiều tượng, vườn cây và lối đi uốn lượn.",./images/mienbac/chua-dia-tang-phi-lai-tu.jpg
Chùa tam chúc,20.564389,105.810639,"Tam Chúc là một quần thể chùa rộng lớn toạ lạc giữa núi rừng. Vào mỗi dịp Tết Nguyên đán, nơi đây thu hút hàng nghìn Phật tử hành hương ",./images/mienbac/chua-tam-chuc.jpg
Đền trần thương,20.576417,106.105972,Đền Trần Thương là một ngôi đền thờ Trần Hưng Đạo được dựng lên ngay trên phần đất khi xưa ông dùng làm kho lương phục vụ cuộc kháng chiến chống quân Nguyên Mông lần 2.,./images/mienbac/den-tran-thuong.jpg
Hoàng thành thăng long,21.035472,105.840139,"Hoàng thành Thăng Long Hà Nội là quần thể di tích gắn với các giai đoạn lịch sử của dân tộc và là địa điểm tham quan hấp dẫn khi sở hữu nhiều công trình kiến trúc cổ xưa, đa dạng hoạt động ý nghĩa.",./images/mienbac/hoang-thanh-thang-long.jpg
Chùa một cột,21.036111,105.833611,Chùa Một Cột có tên ban đầu là Liên Hoa Đài tức là Đài Hoa Sen với lối kiến trúc độc đáo: một điện thờ đặt trên một cột trụ duy nhất.,./images/mienbac/chua-mot-cot.jpg
Nhà tù hỏa lò,21.025444,105.846472,Nhà tù Hỏa Lò hay nhà pha Hỏa Lò là một nhà tù do thực dân Pháp xây dựng trên khu đất xưa thuộc làng Hỏa Lò,./images/mienbac/nha-tu-hoa-lo.jpg
Văn miếu quốc tử giám,21.028306,105.835667,"Văn Miếu – Quốc Tử Giám là quần thể di tích đa dạng, phong phú hàng đầu của thành phố Hà Nội, nằm ở phía Nam kinh thành Thăng Long.",./images/mienbac/van-mieu-quoc-tu-giam.jpg
Lăng Bác,21.037167,105.834611,"Nơi đây là trung tâm chính trị của Việt Nam với nhà Quốc hội, Phủ Chủ tịch, Bảo tàng Hồ Chí Minh,",./images/mienbac/lang-bac.jpg
Đảo Cò Chi Lăng Nam.,20.715278,106.228167,"Đảo Cò Chi Lăng Nam là một khu du lịch sinh thái nổi tiếng ở Hải Dương. Nơi đây có cảnh quan thiên nhiên rộng mở, thoáng đãng, bình yên đậm chất nông thôn Bắc Bộ",./images/mienbac/dao-co-chi-lang-nam.jpg
Đền thờ Chu Văn An,21.128167,106.35875,"Nơi đây với phong cảnh tuyệt đẹp, cũng là nơi nhiều người dân đến xin chữ mỗi khi dịp Tết đến xuân về, cầu mong một năm mới gặp nhiều may mắn, học hành thi cử đỗ đạt.",./images/mienbac/den-tho-chu-van-an.jpg
Khu di tích An Phụ Kính Chủ-Nhẫm Dương.,21.018056,106.493167,"Nằm trên vùng đất địa linh, với cảnh quan thiên tạo kỳ thú, quần thể di tích An Phụ Kính Chủ Nhẫm Dương thuộc thị xã Kinh Môn từ lâu đã được biết đến với những giá trị hiếm có về lịch sử, văn hóa, danh lam thắng cảnh.",./images/mienbac/nham-duong.jpg
Khu di tích Côn Sơn Kiếp Bạc,21.151556,106.327639,"Đền được xây dựng trên một thung lũng trù phú, ba phía được bao bọc bởi dãy núi Rồng, một phía là Lục Đầu Giang. Nơi đây từng là căn cứ của Hưng Đạo Đại Vương trong các cuộc kháng chiến chống quân Nguyên Mông.",./images/mienbac/khu-di-tich-con-son-kiep-bac.jpg
Văn miếu Mao Điền.,20.934833,106.186361,"Văn miếu Mao Điền thuộc làng Mậu Tài, xã Mao Điền, nay thuộc xã Cẩm Điền, huyện Cẩm Giàng, tỉnh Hải Dương là một trong số ít văn miếu còn tồn tại ở Việt Nam. ",./images/mienbac/van-mieu-mao-dien.jpg
 Đền thờ nguyễn bỉnh khiêm,20.661139,106.531278,"đây được xác định là công trình văn hoá lớn của huyện trong năm 2010 và 2011, được đầu tư quy mô và xứng tầm nhất từ trước đến nay.",./images/mienbac/den-tho-nguyen-binh-khiem.jpg
Khu di tích núi voi,20.8345,106.58325,"Quần thể núi Voi thuộc địa phận các xã Trường Thành, An Tiến và An Thắng của huyện An Lão; là một trong những di tích lịch sử, thắng cảnh cấp quốc gia của thành phố Hải Phòng",./images/mienbac/khu-di-tich-nui-voi.jpg
Bạch đằng giang,20.966444,106.759083,"Sông Bạch Đằng là ranh giới giữa thành phố Hải Phòng và tỉnh Quảng Ninh ngày nay, gọi theo phiên âm chữ Nôm là Bạch Đằng Giang",./images/mienbac/bach-dang-giang.jpg
Chùa dư hàng,20.847722,106.676083,Chùa Dư Hàng Hải Phòng ngàn năm tuổi là một trong những điểm du lịch tâm linh còn lưu giữ rất nhiều hiện vật quý mang đậm dấu ấn lịch sử,./images/mienbac/chua-du-hang.jpg
Di tích lịch sử Hải Phòng Từ Lương Xâm.,20.835972,106.736444,"Di tích có vị trí đặc biệt trong hệ thống Di tích thờ Đức Vương Ngô Quyền trên địa bàn thành phố Hải Phòng.10 thg 3, 2025",./images/mienbac/di-tich-lich-su-hai-phong-tu-luong-xam.jpg
Chùa hang,20.361139,105.652333,"Chùa HangHang Chùa là di tích lịch sử văn hoá, kiến trúc nghệ thuật, tôn giáo và danh lam thắng cảnh.",./images/mienbac/chua-hang.jpg
Khu căn cứ cánh mạng cao phong thạch yên,20.631167,105.381778,"Là 1 trong 4 khu căn cứ cách mạng của tỉnh Hòa Bình, chiến khu Thạch Yên (Cao Phong Hòa Bình) đóng vai trò quan trọng cùng quân và dân tỉnh Hòa Bình chuẩn bị cho cuộc Tổng khởi nghĩa giành chính quyền tháng 8/1945",./images/mienbac/khu-can-cu-canh-mang-cao-phong-thach-yen.jpg
Nhà máy in tiền,20.522083,105.762083,"Nhà máy in tiền đầu tiên của chính quyền cách mạng Việt Nam nằm ở đồn điền Chi Nê (giai đoạn 1946 1947) nay là xã Cố Nghĩa, huyện Lạc Thủy, tỉnh Hòa Bình",./images/mienbac/nha-may-in-tien.jpg
Tượng đài anh hùng cù chính lan,20.771222,105.294139,Tượng Đài Cù Chính Lan tại Hòa Bình là nơi ghi dấu chiến công oanh liệt của Anh hùng Liệt sĩ Cù Chính Lan trong kháng chiến chống Pháp.,./images/mienbac/tuong-dai-anh-hung-cu-chinh-lan.jpg
Đền chúa thác bờ,20.768694,105.175556,"Đền Bà Chúa Thác Bờ, một trong những ngôi đền linh thiêng bậc nhất vùng Tây Bắc, tọa lạc trên địa phận hai huyện Đà Bắc và Cao Phong, tỉnh Hòa Bình",./images/mienbac/den-chua-thac-bo.jpg
Chùa chuông,20.655972,106.050167,"Chùa Chuông nằm trong quần thể di tích Phố Hiến và được mệnh danh là ""Phố Hiến đệ nhất danh thắng"".",./images/mienbac/chua-chuong.jpg
Chùa hương lãng,20.965722,106.052556,"Heo sử sách ghi lại thì chùa Hương Lãng được xây dựng dưới thời Lý, vào năm 1115 bởi Thái hậu Ỷ Lan Nguyên Phi",./images/mienbac/chua-huong-lang.jpg
Đền kim đằng,20.674833,106.051361,"Tương truyền, đền được xây dựng trên mảnh đất Đinh Điền chọn làm đại bản doanh với thế “Thanh Long, Bạch Hổ chầu về”. Đền thờ Đinh Điền và phu nhân là Phan Thị Môi Nương.",./images/mienbac/den-kim-dang.jpg
Đền mây,20.671806,106.043778,Đền Mây còn gọi là đền Đằng Châu là một di tích quốc gia thuộc quần thể di tích Phố Hiến đã được xếp hạng di tích quốc gia đặc biệt,./images/mienbac/den-may.jpg
Văn miếu xích đằng,20.662528,106.049167,"Văn miếu Xích Đằng là văn miếu thuộc hàng tỉnh, được xây dựng vào khoảng năm 1701, hiện tại thuộc địa phận thôn Xích Đằng, phường Lam Sơn, thành phố Hưng Yên, tỉnh Hưng Yên.",./images/mienbac/van-mieu-xich-dang.jpg
 Bạch mộc lương tử,22.507056,103.587333,"Bạch Mộc Lương Tử hay còn được biết đến với tên gọi Kỳ Quan San là dãy núi hùng vĩ nằm giữa hai xã Sin Suối Hồ (Phong Thổ, Lai Châu) và Sàng Ma Sáo (Bát Xát, Lào Cai). ",./images/mienbac/bach-moc-luong-tu.jpg
Cánh đồng mường than,21.988667,103.917389,"Nằm bên dòng sông Đà, Cánh đồng Mường Than tỏa sáng như một viên ngọc quý của tỉnh Lai Châu, Tây Bắc Việt Nam",./images/mienbac/canh-dong-muong-than.jpg
Đồi chè tân uyên,22.208917,103.739056,"Nơi đây đã và đang trở thành một điểm đến tham quan du lịch hấp dẫn. Đến đây, du khách sẽ được nhìn ngắm những đồi chè bạt ngàn xanh mướt với hơn 2.000 ha cây chè có tuổi đời từ 40 50 năm; tận hưởng cảnh vật thiên nhiên yên bình, không khí trong lành",./images/mienbac/doi-che-tan-uyen.jpg
Đèo ô quy hồ,22.364056,103.763111,"Hiện nay, đèo Ô Quy Hồ đang là con đèo lớn nhất và đẹp nhất ở Sapa, cũng là con đèo dài nhất vùng Tây Bắc.",./images/mienbac/deo-o-quy-ho.jpg
Hang động pu sam cáp,22.386139,103.410167,"Pu Sam Cáp là tên gọi dãy núi đá vôi dạng địa hình karst, được hình thành từ kỷ nguyên kiến tạo. ",./images/mienbac/hang-dong-pu-sam-cap.jpg
Động tam thanh,21.855778,106.74725,"Nằm trong lòng thành phố Lạng Sơn, Động Tam Thanh thuộc quần thể di tích danh thắng Nhị-Tam Thanh Núi Tô Thị Thành Nhà Mạc, cách ngã 6 Pò Soài khoảng 600m, đi theo đường Tam Thanh",./images/mienbac/dong-tam-thanh.jpg
Khu du lịch quốc gia mẫu sơn,21.850278,106.916806,"Khu du lịch Mẫu Sơn Lạng Sơn là một dãy núi đồ sộ trải dài trên địa bàn 3 xã khu vực Đông Bắc Việt Nam là Công Sơn, Mẫu Sơn của huyện Cao Lộc và xã Mẫu Sơn của huyện Lộc Bình.",./images/mienbac/khu-du-lich-quoc-gia-mau-son.jpg
Núi tô thị,21.850889,106.735306,"Núi Tô Thị là một điểm đến nổi tiếng của Lạng Sơn, thuộc phường Tam Thanh, thành phố Lạng Sơn. ",./images/mienbac/nui-to-thi.jpg
 Phố kì lừa,21.858611,106.757389,là khu chợ do Hán quận công Thân Công Tài mở ra từ thế kỷ XVII cho người dân hai nước Việt Trung ở vùng biên giới giao lưu buôn bán.,./images/mienbac/pho-ki-lua.jpg
Thung lũng hoa,21.841361,106.362861," Nơi đây được bao bọc bởi những dãy núi đá vôi trùng điệp, tạo nên một không gian yên bình, thơ mộng.",./images/mienbac/thung-lung-hoa.jpg
Công viên hồ chí minh,22.498972,103.972056,"là công trình trọng điểm, được khởi công vào năm 1998 nhân kỷ niệm tròn 40 năm ngày Bác Hồ lên thăm Lào Cai (23 – 24/9/1958).",./images/mienbac/cong-vien-ho-chi-minh.jpg
Đền bắc hà,22.53525,104.290194,"Đền Bắc Hà được xây dựng từ cuối thế kỷ 19, thờ phụng hai anh em Vũ Văn Uyên và Vũ Văn Mật, người gốc Gia Lộc, Hải Dương, lên động Ngọc Uyển xây dựng căn cứ quân sự, ổn định đời sống dân cư cả một vùng biên giới.",./images/mienbac/den-bac-ha.jpg
Đền mẫu,22.507528,103.965417,"Ban đầu, đền chỉ là một ngôi thờ nhỏ bên bờ sông Hồng và sông Nậm Thi; qua nhiều lần trùng tu tôn tạo, ngôi đền hiện nay đã khang trang với 9 gian thờ.",./images/mienbac/den-mau.jpg
Dinh thự hoàng a tưởng,22.541333,104.295444,"Dinh đã nhiều lần trùng tu năm 2007, 2021 và năm 2024. Người xây dựng dịnh thự là ông Hoàng Yến Tchao – thổ ty của vùng đất Bắc Hà xưa.",./images/mienbac/dinh-thu-hoang-a-tuong.jpg
Động tả phìn,22.402972,103.836722,"Dộng Tả Phìn là động trong khối núi ở thôn Sa Xéng xã Tả Phìn thị xã Sa Pa tỉnh Lào Cai, Việt Nam",./images/mienbac/dong-ta-phin.jpg
Chùa Tháp Phổ Minh.,20.454417,106.163306,"Được xây dựng vào năm 1305 dưới thời nhà Trần, ngôi tháp này là một minh chứng sống động cho nghệ thuật và kỹ thuật xây dựng tinh xảo của thời đại.",./images/mienbac/chua-thap-pho-minh.jpg
Cột cờ Nam Định.,20.423,106.173333,"Cột cờ Nam Định được xây dựng đầu thế kỷ 19, cùng thời với Cột cờ Hà Nội và có kiến trúc khá tương đồng. Công trình kiến trúc cổ này được xếp hạng là Di tích Lịch sử Văn hóa cấp Quốc gia từ năm 1962.",./images/mienbac/cot-co-nam-dinh.jpg
Đền Bảo Lộc.,20.423,106.173333,"Đền Bảo Lộc ban đầu được xây dựng ven dòng sông Châu Giang với ba gian gỗ lim lợp ngói mũi hài khá đơn sơ. Trải qua thời gian, bờ sông bị sói lở, người dân trong vùng mới chuyển đền ra chỗ đất phía nam làng Bảo Lộc.",./images/mienbac/den-bao-loc.jpg
Đền Đức Thánh Cả (Đền Vĩnh Lại),20.317833,106.120417,Đền Vĩnh Lại thờ hai ông Bạch Đằng và Cao Lộc giúp Hai Bà Trưng đánh quân Hán xâm lược.,./images/mienbac/den-duc-thanh-ca-den-vinh-lai.jpg
Đền Trần Nam Định,20.455722,106.168028,"Là một quần thể đền thờ tại đường Trần Thừa, phường Lộc Vượng, thành phố Nam Định (sát quốc lộ 10), là nơi thờ các vua Trần cùng các quan lại có công phù tá nhà Trần.",./images/mienbac/den-tran-nam-dinh.jpg
Cố đô Hoa Lư – Di tích lịch sử hào hùng của dân tộc,20.28625,105.908972,"Là một trong bốn vũng lõi của Quần thể danh thắng Tràng An, Cố đô Hoa Lư là điểm đến đậm đà giá trị văn hóa và lịch sử dân tộc.",./images/mienbac/co-do-hoa-lu-di-tich-lich-su-hao-hung-cua-dan-toc.jpg
"Đình Lang Ca, xã Yên Sơn, thành phố Tam Điệp",20.192333,105.905472,"Xã Yên Sơn nằm ở phía đông bắc thành phố Tam Điệp, cách trung tâm thành phố Ninh Bình là 20 km",./images/mienbac/dinh-lang-ca-xa-yen-son-thanh-pho-tam-diep.jpg
Hang Múa – Một trong những hang động đẹp nhất Việt Nam,20.233972,105.937472,"Hang Múa có đặc điểm địa chất, địa mạo đặc trưng của vùng núi đá vôi có tuổi đời hàng triệu năm. Điểm nhấn của khu du lịch Hang Múa là phong cảnh đẹp trên con đường dẫn lên đỉnh núi Múa với gần 500 bậc thang đá.",./images/mienbac/hang-mua-mot-trong-nhung-hang-dong-dep-nhat-viet-nam.jpg
Tam Cốc – Bích Động dãy núi trập trùng bên dòng Ngô Đồng,20.217083,105.937556,"Nổi tiếng với danh xưng ‘Nam thiên đệ nhị động’, Tam Cốc Bích Động sở hữu cảnh sắc làng quê yên bình cùng hệ thống hang động núi đá vôi ấn tượng. Là một phần trong Quần thể danh thắng Tràng An, Tam Cốc Bích Động là điểm đến hoàn hảo dành cho những ai muốn khám phá trọn vẹn vẻ đẹp non sông",./images/mienbac/tam-coc-bich-dong-day-nui-trap-trung-ben-dong-ngo-dong.jpg
Tràng an,20.252806,105.918222,"Quần thể danh thắng Tràng An tỉnh Ninh Bình nằm ở rìa phía Nam của đổng bằng châu thổ sông Hổng, thuộc miền Bắc nước Cộng hòa Xã hội chủ nghĩa Việt Nam, cách thủ đô Hà Nội khoảng 90km về phía Đông Nam. ",./images/mienbac/trang-an.jpg
Đầm vân hội,21.600306,104.880083,"Núi non hùng vĩ, thảm thực vật xanh tốt hòa cùng mặt nước mênh mông tạo nên thắng cảnh được ví như vịnh Hạ Long thu nhỏ trên miền đất trung du.",./images/mienbac/dam-van-hoi.jpg
Đền đào xá,21.227167,105.289611,Theo ngọc phả của đền thì nơi đây đã từng ghi dấu công cuộc trị thủy của Đức Hùng Hải Vương và là nơi Lý Thường Kiệt từng luyện tập thủy quân chống giặc Tống và là nơi manh nha khởi nguồn bài thơ thần nổi tiếng của Lý Thường Kiệt.,./images/mienbac/den-dao-xa.jpg
Đền lăng sương,21.083806,105.290611,Đây là một quần thể di tích có liên quan chặt chẽ với nhau và có mối quan hệ mật thiết với khu di tích lịch sử Đền Hùng.,./images/mienbac/den-lang-suong.jpg
Đền quốc tổ lạc long quân,21.360472,105.329417,"Đền Quốc Tổ Lạc Long Quân, tại khu đồi Sim, xã Chu Hóa, Việt Trì, Phú Thọ nổi tiếng linh thiêng, gắn liền với truyền truyết “Con rồng cháu tiên”.",./images/mienbac/den-quoc-to-lac-long-quan.jpg
Tượng đài chiến thắng sông lô,21.642889,105.189361,"Di tích Tượng đài Chiến thắng sông Lô được xây dựng tại thị trấn Đoan Hùng. Khu vực tượng đài chiến thắng sông Lô nằm trên núi Đồn với tổng diện tích 2,6ha. ",./images/mienbac/tuong-dai-chien-thang-song-lo.jpg
Di tích lịch sử bạch đằng,20.946056,106.777861,Đây là các di tích gắn với trận Bạch Đằng (1288) và Trần Hưng Đạo trong Chiến tranh Nguyên Mông – Đại Việt lần 3.,./images/mienbac/di-tich-lich-su-bach-dang.jpg
Núi yên tử,21.161806,106.714806,"là dãy núi thuộc khu vực ranh giới tỉnh Quảng Ninh, Bắc Giang. Dãy núi ẩn mình giữa những ánh mây trắng bồng bềnh, tạo nên bức tranh sơn cảnh hữu tình tuyệt đẹp.",./images/mienbac/nui-yen-tu.jpg
Vịnh hạ long,20.971917,107.169639,"Vịnh Hạ Long là một Vịnh thuộc tỉnh Quảng Ninh, Việt Nam. Vịnh từng được UNESCO nhiều lần công nhận là Di sản thiên nhiên của Thế Giới",./images/mienbac/vinh-ha-long.jpg
Đền cửa ông,21.027583,107.37075,"Đền Cửa Ông là điểm đến tâm linh nổi tiếng ở Quảng Ninh, nơi lưu giữ dấu ấn lịch sử hơn 700 năm gắn liền với Hưng Nhượng Đại Vương Trần Quốc Tảng. ",./images/mienbac/den-cua-ong.jpg
Khu di tích nhà trần,21.160667,106.56025,Khu di tích lịch sử nhà Trần tại Đông Triều (Quảng Ninh) được định hình rõ nét khi Phật hoàng Trần Nhân Tông đến Yên Tử tu hành từ năm 1299.,./images/mienbac/khu-di-tich-nha-tran.jpg
 Thiên đường săn mây tà xùa,21.280167,104.432833,"đến với Tà Xùa, du khách đắm chìm trong không gian thoáng đãng của vùng cao, cảm nhận sự nhẹ nhàng, mênh mang của mây trời tạo nên một cảm giác vô cùng thư thái, dễ chịu.",./images/mienbac/thien-duong-san-may-ta-xua.jpg
Thung lũng mận nà ka,20.897028,104.653556,"Cao nguyên Mộc Châu từ lâu đã nổi danh là vùng đất của những cánh đồng hoa cải trắng bạt ngàn, những đồi chè xanh mướt. Thế nhưng, ít ai biết rằng Mộc Châu lộng gió còn nổi tiếng với sắc mận trắng tinh khôi vào mỗi độ xuân về",./images/mienbac/thung-lung-man-na-ka.jpg
Đèo pha đin,21.566556,103.527806,"Đèo Pha Đin hay Dốc Pha Đin là đèo núi trên quốc lộ 6 ở giáp ranh giữa xã Phổng Lái, huyện Thuận Châu, tỉnh Sơn La và xã Tỏa Tình, huyện Tuần Giáo, tỉnh Điện Biên.",./images/mienbac/deo-pha-din.jpg
